iter	MultiClass
424	0.5924649715
425	0.592102548
426	0.5918758202
427	0.5917946682
428	0.5917470927
429	0.5916052616
430	0.5913484364
431	0.5912454978
432	0.5911507374
433	0.5909973346
434	0.5907857427
435	0.5906831857
436	0.5905309468
437	0.5902974558
438	0.5901653976
439	0.5900768504
440	0.5899726497
441	0.5898088829
442	0.589685643
443	0.5894051142
444	0.5891878311
445	0.5890452831
446	0.5889748008
447	0.5888247835
448	0.5886968208
449	0.5885939827
450	0.5883575493
451	0.5882294776
452	0.5881437189
453	0.5880396818
454	0.5878873849
455	0.5877361002
456	0.5876096142
457	0.58755276
458	0.5873700571
459	0.5872713032
460	0.587157228
461	0.587064164
462	0.5868718676
463	0.5867331425
464	0.5866484873
465	0.5865327236
466	0.5864493147
467	0.5863406915
468	0.5862166346
469	0.5861623445
470	0.5860402951
471	0.5859598898
472	0.585767142
473	0.5856129196
474	0.5854651556
475	0.5853201578
476	0.5851598976
477	0.5850577118
478	0.5849146346
479	0.5848255853
480	0.5846441456
481	0.5845373026
482	0.5844247131
483	0.5842025107
484	0.5840752418
485	0.58390764
486	0.5837507892
487	0.5835509006
488	0.5834406747
489	0.5833668711
490	0.583289
491	0.5831530119
492	0.5829380308
493	0.5828522137
494	0.5827593457
495	0.5826047691
496	0.5825259155
497	0.5823585228
498	0.5821992873
499	0.5819617857
500	0.5817717181
501	0.5815880418
502	0.5814483462
503	0.581330314
504	0.581234037
505	0.5811603278
506	0.5809778368
507	0.5808495212
508	0.5807213752
509	0.5806204602
510	0.5805249449
511	0.5803306367
512	0.5802370508
513	0.5801082007
514	0.5800294031
515	0.5798470468
516	0.5797766715
517	0.5796677907
518	0.5795903667
519	0.5794869863
520	0.5793637372
521	0.5792266486
522	0.578992279
523	0.5788375793
524	0.5787330063
525	0.5785472189
526	0.5784519428
527	0.5783329313
528	0.5781116267
529	0.5779713247
530	0.5778255343
531	0.5775858856
532	0.5773644418
533	0.5773026172
534	0.5772320522
535	0.5770857644
536	0.5769453378
537	0.5768117518
538	0.5766340395
539	0.5765012125
540	0.5763824941
541	0.5763257533
542	0.5761735743
543	0.5761123631
544	0.575994208
545	0.5758807613
546	0.5757911198
547	0.5757153185
548	0.5755319679
549	0.5753144157
550	0.5750674747
551	0.5749438928
552	0.574769939
553	0.5746557256
554	0.5745800806
555	0.5744128745
556	0.5741542203
557	0.5740616943
558	0.5739798694
559	0.573810498
560	0.5736000507
561	0.5734663418
562	0.5733381356
563	0.5731419734
564	0.5729844663
565	0.5728464632
566	0.5727317405
567	0.5726800389
568	0.5725900714
569	0.5724105783
570	0.5721849642
571	0.572132966
572	0.5719885937
573	0.5718693889
574	0.5717594012
575	0.5716457814
576	0.571478076
577	0.571409732
578	0.5713718682
579	0.5713091694
580	0.5712469609
581	0.571132224
582	0.5710079885
583	0.5709034351
584	0.570807625
585	0.5707342993
586	0.5705301055
587	0.5704021787
588	0.5702773911
589	0.5701487983
590	0.5700103694
591	0.5698173451
592	0.5697048111
593	0.5696610701
594	0.5695318268
595	0.5694310432
596	0.5692180116
597	0.5691578141
598	0.5690366668
599	0.568801416
600	0.5687335843
601	0.5686389301
602	0.5684529542
603	0.568247332
604	0.5681819874
605	0.568088974
606	0.567971648
607	0.5678585634
608	0.5677170094
609	0.5675531609
610	0.5674500302
611	0.5674109154
612	0.5673445918
613	0.5672233608
614	0.5671556063
615	0.5669605649
616	0.5668591669
617	0.5667721379
618	0.5666934225
619	0.5665381177
620	0.5664124556
621	0.56630573
622	0.5662551821
623	0.5661001385
624	0.5659258185
625	0.5657930524
626	0.5655975272
627	0.5654258228
628	0.5652527344
629	0.5651000686
630	0.5650375376
631	0.5649576826
632	0.5647939778
633	0.5646817134
634	0.5645383302
635	0.5643399129
636	0.5642093672
637	0.564130244
638	0.5640545842
639	0.5639449417
640	0.5638651978
641	0.5636532443
642	0.5635622508
643	0.5634939623
644	0.5632720614
645	0.5631856503
646	0.5631019615
647	0.5629722374
648	0.5628523095
649	0.5626906691
650	0.5626072962
651	0.562510201
652	0.5624020881
653	0.5623329451
654	0.5622102596
655	0.5620238551
656	0.561902045
657	0.5617854863
658	0.5616191665
659	0.5613909806
660	0.5612898076
661	0.5612040214
662	0.5610463624
663	0.5609399036
664	0.5607990078
665	0.5607487163
666	0.5606982818
667	0.5606042155
668	0.5604185727
669	0.5603377676
670	0.5602577317
671	0.5601144719
672	0.5600068706
673	0.5597818169
674	0.5596861493
675	0.5595667195
676	0.5594834486
677	0.559437718
678	0.559344231
679	0.5592332182
680	0.5591576858
681	0.5590093288
682	0.5588485174
683	0.5586497795
684	0.5585351845
685	0.5584387218
686	0.5583072959
687	0.5580493412
688	0.5579155444
689	0.5577612886
690	0.5576917296
691	0.5575331685
692	0.5573964382
693	0.5572647975
694	0.5571668042
695	0.5570770742
696	0.5569780032
697	0.556906754
698	0.5566621815
699	0.5565731725
700	0.5564535128
701	0.5563704205
702	0.5562847334
703	0.5561623197
704	0.5560157907
705	0.5558866762
706	0.5557894584
707	0.555656757
708	0.5555324298
709	0.5553768971
710	0.5551086494
711	0.5550039477
712	0.554823029
713	0.5547434031
714	0.554676071
715	0.5545635678
716	0.5544934882
717	0.5543230185
718	0.5542354762
719	0.5540830878
720	0.5539652343
721	0.5538635642
722	0.5537207913
723	0.5535940338
724	0.5535106639
725	0.5533552798
726	0.5532303679
727	0.5531132188
728	0.552958849
729	0.5528591668
730	0.5527792506
731	0.5526452534
732	0.5525567634
733	0.5523589093
734	0.5522689747
735	0.5522129995
736	0.5521421429
737	0.5520551798
738	0.5519789492
739	0.5518556579
740	0.5516861978
741	0.551633322
742	0.5515360823
743	0.551465283
744	0.5513409025
745	0.551099242
746	0.551013588
747	0.5509195845
748	0.5507721484
749	0.5507400017
750	0.5506918946
751	0.5505265089
752	0.5503863898
753	0.5503172545
754	0.550250617
755	0.5501284373
756	0.5500036745
757	0.5497983105
758	0.5496438973
759	0.5495026674
760	0.5493030874
761	0.5491196463
762	0.5490017296
763	0.5489363065
764	0.5487574532
765	0.5486118982
766	0.5485356268
767	0.5484459302
768	0.5482894512
769	0.5482357158
770	0.5481180381
771	0.5480680947
772	0.5479578207
773	0.5479042856
774	0.5477452793
775	0.5476239492
776	0.5475089981
777	0.5473459961
778	0.5472104709
779	0.5470716865
780	0.5469951395
781	0.5468500073
782	0.5466651628
783	0.5465551803
784	0.5464415184
785	0.5463883649
786	0.5461660965
787	0.5461057934
788	0.5459368464
789	0.5458257233
790	0.5456523832
791	0.5455635144
792	0.5453613378
793	0.5452852763
794	0.5452073755
795	0.545034768
796	0.5449897267
797	0.5448838744
798	0.5448446699
799	0.5447128287
800	0.5445435792
801	0.5444586914
802	0.5443361868
803	0.5442892366
804	0.5442029073
805	0.5441661093
806	0.5440531445
807	0.5439626435
808	0.5439026852
809	0.5438439249
810	0.5437567857
811	0.5436008444
812	0.5435311981
813	0.543495391
814	0.5434018193
815	0.5432542261
816	0.5430977251
817	0.5430660731
818	0.5429916053
819	0.5427643911
820	0.5426385106
821	0.5424594205
822	0.5423733674
823	0.5423080163
824	0.5421894406
825	0.542137633
826	0.5420270207
827	0.5419771525
828	0.5418580052
829	0.5417605346
830	0.541673348
831	0.5415900831
832	0.5415452361
833	0.5413749013
834	0.541281428
835	0.5412211231
836	0.5410081379
837	0.5409253627
838	0.5408231433
839	0.5407733828
840	0.5406587432
841	0.540576683
842	0.540471712
843	0.5403935379
844	0.5402606608
845	0.5402169142
846	0.5401021289
847	0.5400267224
848	0.5399482303
849	0.5398557574
850	0.5397396326
851	0.539665402
852	0.5395428427
853	0.5392938287
854	0.5392374489
855	0.5391755983
856	0.5391166666
857	0.5390142441
858	0.5389497731
859	0.5388440708
860	0.5387334597
861	0.5385925889
862	0.538542705
863	0.5384960894
864	0.5384175418
865	0.5383763151
866	0.5381800647
867	0.5380919475
868	0.5380293528
869	0.5379079359
870	0.5377270433
871	0.5376699424
872	0.5375258313
873	0.5374216421
874	0.5373307721
875	0.5372031903
876	0.537107116
877	0.5370383017
878	0.5369099583
879	0.5368359561
880	0.5367943827
881	0.5366402092
882	0.5365601805
883	0.5364423537
884	0.5363861245
885	0.5362520273
886	0.536174521
887	0.5360402346
888	0.5359649535
889	0.5358448885
890	0.5357041307
891	0.5356441254
892	0.5354315499
893	0.5353635583
894	0.5352568125
895	0.535207497
896	0.5351209026
897	0.5350180085
898	0.5349917066
899	0.5349518485
900	0.5348543189
901	0.5347428409
902	0.5345912259
903	0.5345071083
904	0.5344416067
905	0.534349572
906	0.5342681298
907	0.5341793982
908	0.5341418919
909	0.5339522094
910	0.5338656587
911	0.5337946147
912	0.5336939833
913	0.5335935421
914	0.5335004651
915	0.5333989313
916	0.5332886289
917	0.5332148452
918	0.5331056421
919	0.533007758
920	0.5328857392
921	0.5328366078
922	0.5327633377
923	0.5325557287
924	0.5324026654
925	0.5323441307
926	0.5322180775
927	0.5321567267
928	0.5320550762
929	0.5319990234
930	0.5319008813
931	0.5317622653
932	0.5316831055
933	0.5315909456
934	0.5314436487
935	0.5313573667
936	0.5311936825
937	0.5310151568
938	0.5309277972
939	0.5308482882
940	0.5307088712
941	0.5306491953
942	0.5306044617
943	0.5305332164
944	0.5304879617
945	0.530333985
946	0.5301229409
947	0.5300580723
948	0.5299758519
949	0.5298813987
950	0.5297894778
951	0.5297319579
952	0.5296219599
953	0.5295448965
954	0.5294011867
955	0.5292509147
956	0.5290242357
957	0.5289197633
958	0.5287593843
959	0.5286432088
960	0.5284581783
961	0.5283085997
962	0.5282753593
963	0.5282189409
964	0.5281590431
965	0.5280620043
966	0.5279462663
967	0.5278799612
968	0.5277851073
969	0.5277099843
970	0.527645306
971	0.5275974266
972	0.5275159731
973	0.5274577213
974	0.5274071458
975	0.5273263153
976	0.527280193
977	0.5272306499
978	0.5271379769
979	0.5270647125
980	0.5269441642
981	0.5268645178
982	0.526814386
983	0.5266728431
984	0.5265738102
985	0.5264518528
986	0.526280984
987	0.5261427503
988	0.525998638
989	0.5259017606
990	0.5258193795
991	0.5257454812
992	0.5256008086
993	0.525512662
994	0.5254218199
995	0.5253761262
996	0.5253064625
997	0.5252012157
998	0.5250631628
999	0.5249412237
